Track	Artist	URI	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	time_signature	chorusHit	sections
How Can I Forget	Jimmy Holiday	spotify:track:6msWzWBvm8vqySnPtgbdR2	0.511	0.471	0	-9.31	1	0.0259	0.611	0	0.0913	0.618	78.726	160133	4	25.70074	8	1
Matilda Mother	Pink Floyd	spotify:track:6SlI8JYwFaESqre47wrQZz	0.251	0.41	4	-10.62	1	0.0349	0.541	0.000425	0.162	0.282	119.967	188493	4	32.47592	9	0
What's A Matter Baby	Small Faces	spotify:track:10qda4WmGI3tmQz7OaWhYz	0.63	0.759	0	-7.097	1	0.0643	0.271	0.000119	0.148	0.909	115.505	173040	4	46.4297	9	0
What Are Boys Made Of	The Percells	spotify:track:5A2UEZWbtV9lwLVaabJdr7	0.567	0.779	9	-6.53	1	0.0598	0.646	0	0.733	0.862	135.834	139440	4	30.27173	7	1
I Had Too Much To Dream (Last Night)	The Electric Prunes	spotify:track:5YgCmkSdGukXqK3fJlX4pQ	0.341	0.714	2	-7.998	0	0.0404	0.354	0	0.31	0.412	147.604	178144	4	70.65227	8	1
We Should Get Along Fine - Stereo Version	The Sorrows	spotify:track:4vH3L3GzZ9Mk0C3a5Qyoud	0.507	0.618	4	-9.243	1	0.048	0.134	0	0.0588	0.724	125.428	149240	4	24.23494	9	0
Makin' My Mind Up (Mono) - Remastered	The Turtles	spotify:track:1y5ZSiqXXMtcC70mzMC0Dc	0.468	0.617	9	-10.6	1	0.0305	0.566	0.000964	0.318	0.847	78.176	133313	4	27.12868	9	0
Ease Back	The Meters	spotify:track:6yA5SVX720UO6G99jPUoyh	0.624	0.604	2	-13.443	1	0.0692	0.327	0.231	0.295	0.624	154.632	194973	4	23.87436	14	0
Turn Your Money Green	Pentangle	spotify:track:1GvXhq1YwQygX0DyLms8sX	0.488	0.334	11	-18.544	1	0.0682	0.778	0.00137	0.701	0.526	83.837	179133	4	37.48125	4	0
If I'm A Fool For Loving You	Bobby Wood	spotify:track:5c8oQiQd2bj1rr5qRqEuPZ	0.37	0.35	5	-6.887	1	0.0271	0.912	0	0.263	0.593	86.74	148107	4	40.50267	5	1
Summer in the City - Remastered	The Lovin' Spoonful	spotify:track:6iLj3nyhK3wSm6KOaX82RC	0.424	0.666	10	-9.986	1	0.0403	0.0568	0.000131	0.111	0.544	111.065	161107	4	39.30557	10	0
If Not This Time - Alternative Version	Fifty Foot Hose	spotify:track:0GoWl2pI5r1Wu2sCCXyGAM	0.289	0.466	3	-10.777	1	0.0308	0.838	0.0372	0.147	0.27	172.695	221093	4	70.84487	9	0
Strawberry Fields Forever - Take 26	The Beatles	spotify:track:0je32DnbaZ3DzrT6pVia8x	0.444	0.734	0	-9.825	1	0.17	0.219	0.000303	0.335	0.335	110.629	199813	4	21.6735	10	0
Tear Drop City	The Monkees	spotify:track:1wj9ltraaBrktwngkQKfwK	0.282	0.818	8	-7.029	1	0.0504	0.353	1.12e-06	0.761	0.892	187.907	121667	4	48.86408	6	0
Diamond Head - Remastered 2001	The Beach Boys	spotify:track:3WXnctgyr4doLQDEpg3XPK	0.473	0.455	0	-15.419	1	0.0452	0.916	0.904	0.514	0.328	112.665	219067	1	24.35407	8	0
Love Me With All Of Your Heart	The Bachelors	spotify:track:5TaTugQLwSdyTm1SARIDAx	0.571	0.601	0	-9.101	1	0.0271	0.067	0	0.0809	0.633	110.926	121707	3	22.43022	7	1
Sunshine Of Your Love	Cream	spotify:track:03Z8RmEoNzAbmxTM59m336	0.683	0.594	2	-8.289	1	0.0347	0.385	8.61e-05	0.121	0.734	115.099	250400	4	17.41362	11	0
Forget All About It	Nazz	spotify:track:1QKFvqj7B2uXphyDUCMszq	0.466	0.932	5	-7.113	0	0.0474	0.441	0.0649	0.114	0.514	137.506	211200	4	23.19393	12	0
It's Gone	The Motions	spotify:track:1fDzyG5zHskn1oHWen731R	0.166	0.893	2	-7.433	0	0.059	0.168	0	0.276	0.582	180.565	150280	4	21.12128	10	0
Down Laurel Canyon	Van Dyke Parks	spotify:track:2YbfQf8C5xa0LYmCZ8FoIJ	0.482	0.419	9	-13.546	1	0.0401	0.797	0	0.633	0.731	136.0	79227	4	47.62602	4	0
Just For Old Time's Sake	The McGuire Sisters	spotify:track:2Oy8RjlzGSZuNtmnqTHQq2	0.444	0.386	11	-9.99	1	0.0291	0.913	0	0.828	0.338	123.929	169333	4	50.10023	9	1
White Houses	Eric Burdon & the Animals	spotify:track:2HTDCO1DFp5QNJMbn1IVsa	0.534	0.36	2	-18.08	1	0.0394	0.894	0.101	0.0976	0.671	162.38	233333	4	25.20343	11	0
Itty Bitty Pieces	James Ray	spotify:track:1pT8Q13wqYFvGzvbpIMsqc	0.697	0.413	0	-8.897	1	0.0342	0.657	0	0.143	0.756	108.191	144213	4	57.30849	6	1
Angel Tension	Biff Rose	spotify:track:16e2aVYH3Y2NYAl5YGXA89	0.49	0.418	2	-9.361	1	0.0272	0.49	0.000772	0.0523	0.723	129.125	193467	4	27.34819	11	0
Lullaby	Sgt. Barry Sadler	spotify:track:0FGf9XZEzWyHF1wSOkiBe3	0.437	0.0443	10	-15.387	0	0.035	0.943	0.000627	0.103	0.34	125.421	149360	4	39.3562	7	0
My Pink Half of the Drainpipe - 2007 Remaster	The Bonzo Dog Band	spotify:track:0vnYEhn6SzShl1Qs7Cz8xF	0.532	0.389	10	-11.052	1	0.0501	0.401	0.0212	0.135	0.548	98.958	214053	1	28.78807	11	0
See See Rider	Eric Burdon & The Animals	spotify:track:7mGlt3k3luo8Qt69BxxZp7	0.437	0.644	7	-9.86	0	0.0479	0.15	0.0807	0.125	0.818	176.53	241267	4	75.45164	8	1
It May Be Winter Outside (But In My Heart It's Spring)	Felice Taylor	spotify:track:0xTkZjpIAGYvK1gvUmvIMT	0.458	0.665	0	-6.113	1	0.0442	0.635	0.0265	0.0815	0.705	131.285	171533	4	43.38899	7	1
Sugar, Sugar	The Archies	spotify:track:6l5D1WC6kR5cxaUOEyCGvs	0.78	0.524	2	-12.072	1	0.0321	0.668	6.47e-05	0.293	0.953	124.181	163716	4	33.77664	8	0
Think	Aretha Franklin	spotify:track:4yQw7FR9lcvL6RHtegbJBh	0.687	0.63	6	-10.817	1	0.0389	0.249	0	0.221	0.926	110.051	139733	4	43.89842	6	0
By the Time I Get to Phoenix	Gary Puckett & The Union Gap	spotify:track:5ShI8f7tGr5YoGkosFMwHi	0.353	0.226	4	-16.824	0	0.0304	0.585	3.93e-06	0.132	0.182	83.637	176667	4	36.34819	7	0
Since I Don't Have You	Chuck Jackson	spotify:track:0t22pTUA8MULIomcESJG1S	0.323	0.4	5	-12.727	1	0.0408	0.527	2.42e-05	0.0959	0.462	124.506	159107	4	45.22849	7	1
The Kettle	Colosseum	spotify:track:0iqXP5xOTwcRCpc5DZvvtG	0.401	0.98	1	-5.031	1	0.333	0.0211	3.37e-05	0.152	0.289	115.302	264507	4	89.60824	9	0
Undecided	The Master's Apprentices	spotify:track:7lKN38KsWtTE4PuHkaSKSd	0.583	0.891	0	-5.891	1	0.08	0.299	0.000582	0.111	0.875	104.336	148840	4	36.01766	8	0
Lubie (Come Back Home) - Mono Version	The Who	spotify:track:5RdZr0DUxEwnJfKEIzf2zd	0.612	0.664	7	-6.047	1	0.0337	0.69	0	0.116	0.829	126.76	217760	4	49.92326	11	0
Close Your Eyes	Peaches & Herb	spotify:track:0d9rN4NbUgOtuPyQa2286E	0.489	0.208	7	-14.906	1	0.0306	0.653	1.87e-06	0.102	0.48	81.489	154173	3	76.0106	5	1
Individual Confessional	The Electric Prunes	spotify:track:5PNPfAQBbrP07re0UaHLKf	0.567	0.384	3	-12.551	1	0.0289	0.17	0.518	0.0934	0.684	118.995	137800	4	31.47543	8	0
Up-Up And Away	Hugh Masekela	spotify:track:317OKJNq79y0MU6BjEh7dD	0.355	0.687	0	-7.908	0	0.0582	0.134	0.823	0.678	0.773	191.089	333453	4	34.68469	18	1
The Price of Gold	Lavagnino Angelo Francesco/Roberto Matano	spotify:track:00CFLj7K7xO2DH5DBlUYWx	0.522	0.649	1	-9.136	1	0.117	0.912	0.000236	0.0528	0.673	135.685	168707	4	22.5938	10	0
A Lover's Concerto - Stereo Version	The Supremes	spotify:track:38ou3jKZCnSzLfHf35PkFS	0.583	0.584	8	-10.329	1	0.035	0.17	0	0.0711	0.784	121.09	154893	4	48.77738	4	0
With A Little Help From My Friends - Remastered	The Beatles	spotify:track:0TKiASulg0H5ZKkkqZNTdm	0.705	0.515	4	-9.343	1	0.0337	0.365	0	0.389	0.803	112.035	164107	4	25.24161	11	0
No Particular Place To Go	Chuck Berry	spotify:track:3qt3ybU6MScMxMKL2TYBvt	0.596	0.791	7	-8.88	1	0.0446	0.425	0.000295	0.0886	0.98	129.237	163000	4	31.00717	8	1
Phil's Love Theme	The Lovin' Spoonful	spotify:track:53OOJWsHy1EvqHMRpwZ9IE	0.507	0.607	9	-8.903	0	0.0303	0.00621	0.781	0.107	0.57	91.833	143187	4	37.23753	6	0
A Walk in the Sun (Mono) - Remastered	The Turtles	spotify:track:0JUS5vpKWydThmzsyFOf5O	0.322	0.804	5	-8.973	1	0.034	0.146	5.99e-05	0.113	0.964	173.704	131846	4	17.18164	9	0
Beautiful Woman	Larry Coryell	spotify:track:56czxlJucIsxNN0un29XIm	0.493	0.59	11	-6.609	0	0.0572	0.294	0.000954	0.114	0.435	137.478	276840	4	30.48481	14	0
Girl - Remastered 2009	The Beatles	spotify:track:6tQvjqDIK9GXWIC6mejms8	0.699	0.294	5	-13.205	0	0.0294	0.587	0	0.117	0.893	96.615	151720	4	31.58652	7	0
I Need Someone (Mono)	The Turtles	spotify:track:2jx8ViH45Iezrq1snZXl9W	0.441	0.475	4	-10.587	0	0.0295	0.0838	0	0.0867	0.601	121.487	141333	4	42.09636	5	0
I've Got No Time To Lose	Carla Thomas	spotify:track:76xLSPljcUsZlZCuJ23I9K	0.476	0.323	10	-9.949	1	0.0288	0.514	0.0301	0.145	0.521	158.911	179093	3	41.60929	8	1
Born On The Bayou	Creedence Clearwater Revival	spotify:track:1nE78lQ7ix7XNrjuzTE4Jz	0.656	0.601	9	-7.734	1	0.0389	0.0553	0.0667	0.0974	0.576	117.296	315200	4	25.205	15	0
Leavin' Trunk	Keef Hartley Band	spotify:track:4SoICrZ3Gf9Dlv8XdJ166H	0.353	0.438	5	-14.155	1	0.0358	0.192	0.085	0.108	0.728	82.004	356360	4	38.44207	13	0
The Orange Rooftop of Your Mind	The Blue Things	spotify:track:1wIF8PU7Ex8UKiIjSSAZF7	0.301	0.445	2	-16.121	1	0.0394	0.227	0	0.327	0.694	120.728	169960	4	22.00583	11	0
Stranger on the Shore	Booker T. & the M.G.'s	spotify:track:6g9JgnMV5bFM2D7FKfeEEl	0.495	0.289	5	-16.099	1	0.12	0.973	0.867	0.124	0.456	189.153	142667	3	28.72299	8	0
You'll Lose A Good Thing	Barbara Lynn	spotify:track:7FVwcvemv4IGBBgaP4V7mE	0.591	0.324	2	-13.218	0	0.0302	0.606	0.000144	0.172	0.617	104.15	159867	3	30.47086	8	0
(I Can't Get No) Satisfaction - Mono Version	The Rolling Stones	spotify:track:2PzU4IB8Dr6mxV3lHuaG34	0.723	0.863	2	-7.89	1	0.0338	0.0383	0.0317	0.128	0.931	136.302	222813	4	27.49737	11	0
Crosstown Traffic	Jimi Hendrix	spotify:track:1ntxpzIUbSsizvuAy6lTYY	0.486	0.963	0	-5.586	0	0.129	0.248	2.39e-06	0.158	0.533	113.133	146573	4	58.76518	6	0
Gypsy Love	Silver Apples	spotify:track:4HwmjAHKVV2aH6Gc6PDeKh	0.513	0.876	2	-8.97	1	0.0747	1.39e-05	0.00223	0.0768	0.499	124.306	332493	4	31.31037	9	0
Something You Got (feat. Van Morrison) - Mono Version	Them	spotify:track:6EK1Y4UT8Ky8rHZkxXsOFW	0.706	0.908	0	-7.306	1	0.0417	0.418	2.22e-05	0.227	0.899	115.271	151640	4	48.79491	7	0
I'll Be Your Mirror - Alternative Version	The Velvet Underground	spotify:track:6jeCyGmWLAChHuv6H9bUoi	0.659	0.279	7	-14.358	1	0.0483	0.671	0.142	0.218	0.58	108.93	131133	4	34.26308	6	0
Paindrops	Gary Puckett & The Union Gap	spotify:track:3Ig0DD2GqAtD4u1UhGKthD	0.473	0.516	5	-12.865	1	0.0532	0.6	0	0.252	0.744	151.266	168400	4	31.96656	8	0
Looper - Audition Version (Mono)	Moby Grape	spotify:track:5N8cbCjdcTnoV2354juZSZ	0.469	0.566	9	-9.093	1	0.0429	0.548	0.00806	0.24	0.508	122.526	156440	3	37.84783	7	0
I'll Be Your Mirror - Alternate Mix	The Velvet Underground	spotify:track:0fZeG2XQZhn8gUYftEm7sP	0.645	0.187	7	-17.654	1	0.048	0.45	1.37e-06	0.112	0.232	108.746	140347	4	64.88779	3	0
Turn On A Dream	The Box Tops	spotify:track:3HuyiVITRMpjsebm2oogMT	0.742	0.511	2	-10.683	1	0.0287	0.419	2.55e-06	0.118	0.953	116.374	168133	4	29.75556	9	1
Bring Back The Time	B.J. Thomas	spotify:track:5OV8JQ5KRI47bdczKbaVmQ	0.411	0.147	5	-14.109	1	0.0296	0.907	0.000279	0.105	0.26	75.601	184173	4	97.35448	8	1
Right By My Side	Ricky Nelson	spotify:track:1nzQFyBLVFJla6RBpCnFSI	0.566	0.529	5	-10.095	1	0.0394	0.63	0	0.351	0.792	73.5	158160	4	35.25651	8	1
ABC Boogie	Bill Haley & His Comets	spotify:track:7JDjGDMoAR2vvCWf4lcXOC	0.759	0.756	7	-7.749	1	0.0479	0.31	0	0.159	0.712	134.577	147933	4	57.12407	7	0
Runaway	Small Faces	spotify:track:0RUOAXIyTepPTtmNDTnCat	0.391	0.859	9	-7.547	1	0.0686	0.326	0	0.382	0.54	128.95	164400	4	33.78768	6	0
She's Got You	Patsy Cline	spotify:track:4H1POasJbrLNaQirsIH29e	0.389	0.137	5	-17.646	1	0.0404	0.936	0.000476	0.106	0.567	182.347	181800	3	28.60436	9	1
Color Dreams - Mono	The Deep	spotify:track:05fk13Fdeev5KXCd9Ofw7A	0.541	0.958	9	-4.529	0	0.0856	0.475	0.00244	0.297	0.802	126.748	159773	4	47.65372	8	0
Lovey Dovey Kinda Lovin'	Brenton Wood	spotify:track:52FrlMkSp2fhtR5DRzg4AL	0.833	0.625	10	-6.866	0	0.0438	0.407	0.000109	0.0929	0.953	107.659	125640	4	32.87923	7	1
White Houses	Eric Burdon & The Animals	spotify:track:2HTDCO1DFp5QNJMbn1IVsa	0.534	0.36	2	-18.08	1	0.0394	0.894	0.101	0.0976	0.671	162.38	233333	4	25.20343	11	1
Swami-Plus Strings (feat. Ken Thorne)	The Monkees	spotify:track:6AACUWf6Q8MdUSWDVMwefB	0.426	0.451	2	-11.146	1	0.145	0.506	6.13e-05	0.0797	0.337	154.198	321507	4	62.67446	11	0
If I Were A Carpenter	Bobby Darin	spotify:track:6zGufyo5txRnBPsGm51Zc2	0.733	0.287	7	-14.076	1	0.0359	0.611	0.0441	0.68	0.605	116.482	204493	4	21.55843	11	1
Disguises - Original Stereo Version	The Who	spotify:track:4EQITeGXTk9e7tzuJwnvJ7	0.432	0.952	11	-3.085	1	0.0694	0.226	0	0.147	0.685	135.599	191373	4	43.85835	10	0
Preparation For The Attack	Francesco De Masi	spotify:track:4fkRGkpMfCR25YdWwGNGpy	0.441	0.186	9	-15.734	0	0.0872	0.774	0.88	0.0777	0.324	59.971	186173	4	38.91642	6	0
Wild About You	The Missing Links	spotify:track:35DtWaOW9pfEe1M0TbIIZv	0.471	0.604	4	-7.641	1	0.0596	0.0685	0	0.0876	0.506	145.214	157973	4	61.502	7	0
Down In The Boondocks	Billy Joe Royal	spotify:track:2wTdZ6wy0AJp5LcYzWcVt5	0.675	0.588	9	-11.031	1	0.0457	0.492	9.45e-06	0.0953	0.94	82.949	153147	4	81.38612	5	1
The Big Draft	The Four Preps	spotify:track:0tKx5Acv0WmSxJWhrNcpAa	0.457	0.561	5	-10.516	1	0.133	0.769	0	0.31	0.745	134.569	297800	4	40.27554	17	1
From Heaven to a Heartbreak	The Uniques	spotify:track:4aS1LM3cMQutpaZDQembEK	0.598	0.302	0	-11.882	1	0.0349	0.506	0	0.106	0.776	135.8	120279	4	22.63535	7	0
Act Naturally	The Beatles	spotify:track:0IxxqsYBcCHEQ1HqLYJnwx	0.702	0.447	7	-10.122	1	0.0308	0.366	0	0.153	0.944	93.02	150373	4	48.53952	8	1
Somewhere - Live At The Copa/1965	The Supremes	spotify:track:66Bsc6rdfSPcTMM8ffXXUf	0.33	0.418	0	-10.729	1	0.0525	0.205	7.18e-05	0.682	0.407	132.507	228107	4	32.2082	11	0
Cloud Nine	Mongo Santamaria	spotify:track:7CRJV0qUMAxftqySiPazpK	0.582	0.954	9	-6.122	0	0.215	0.0763	0.833	0.0872	0.632	131.288	344960	4	48.54698	14	1
Always It's You	The Everly Brothers	spotify:track:05x9nkkybDpaC9StimjFHA	0.519	0.18	5	-16.538	1	0.0285	0.867	4.05e-06	0.105	0.373	81.31	150427	4	31.34052	6	1
House Without Windows	Mighty Baby	spotify:track:1HXAV4GCwXpcevHUjZ3B5a	0.223	0.664	2	-14.384	1	0.053	0.000804	0.37	0.107	0.612	179.581	373173	4	83.12382	12	0
Girl Of My Best Friend	Ral Donner	spotify:track:1woFUbISBrM2eFc6c7kM3r	0.654	0.212	1	-16.09	0	0.0378	0.865	6.98e-06	0.129	0.733	134.74	137509	4	29.67896	8	1
The World I Used To Know	The Johnny Mann Singers	spotify:track:5ylvgAgXJOoVpYb0QaWMRi	0.376	0.231	1	-16.248	1	0.0333	0.889	0.0012	0.112	0.39	124.774	191160	4	31.31186	9	0
I'm Not Supposed To Be Blue Blues	Anita O'Day	spotify:track:3PoQmVmoL9WsZFtRFFcDdY	0.505	0.096	7	-20.649	1	0.0382	0.718	0	0.14	0.279	78.041	153507	3	28.40511	8	0
Most People Get Married	Patti Page	spotify:track:4sIhCCduHFSUFlhk7g6SXX	0.575	0.433	1	-13.49	1	0.064	0.677	9.46e-06	0.118	0.71	159.777	120400	4	41.90374	6	1
Don't Bring Me Down	The Pretty Things	spotify:track:4w2ssaS47rnYb4IrQL3Cwj	0.544	0.682	9	-9.243	1	0.0638	0.00322	0.498	0.0931	0.814	98.602	130357	4	36.97011	8	0
The Young Ones - 2005 Remaster	Cliff Richard	spotify:track:6ed0AwPdxhDVKOKoYRLfgH	0.425	0.582	7	-5.948	1	0.0292	0.505	4.04e-06	0.168	0.808	135.941	189867	4	36.33219	10	0
Somebody Else Is Taking My Place	Bill Haley & His Comets	spotify:track:1zxEvaAmXYnk6TqpnBA91X	0.755	0.826	8	-8.832	1	0.0752	0.48	0.000951	0.221	0.928	89.398	136707	4	20.89548	7	0
It's An Uphill Climb To The Bottom	Walter Jackson	spotify:track:2bTx3OevanlUx7beo8YJsN	0.44	0.445	1	-10.313	1	0.0285	0.705	1.27e-06	0.393	0.681	93.32	168960	4	22.39269	11	1
Sad Mood	Sam Cooke	spotify:track:2ib1IMnHzjMtB7k6WkMcGv	0.527	0.429	7	-9.933	1	0.0412	0.392	0	0.286	0.786	99.763	160533	4	44.3253	8	1
Green River	Creedence Clearwater Revival	spotify:track:1ckVrHITCk9BMhyRcsnblh	0.704	0.773	9	-9.621	1	0.0279	0.0356	0.00498	0.082	0.972	141.655	154120	4	25.42414	8	0
Do You Love Me	The Gentrys	spotify:track:0qGXqX3CLxQ7ELLMvDqPg5	0.497	0.648	5	-9.722	1	0.0399	0.466	0	0.0901	0.959	148.358	129573	4	75.62155	5	0
Nahna U Diab	The Devil's Anvil	spotify:track:6N2ZdxWZh3QZcg5i6HLano	0.597	0.31	6	-15.377	0	0.145	0.766	0.00822	0.0912	0.661	180.891	179560	4	35.37812	11	0
Tezeta	Mulatu Astatke	spotify:track:0Dv2dILPDIqPjCqGbW9WTN	0.551	0.254	10	-14.48	1	0.0415	0.962	0.933	0.0994	0.54	81.053	368539	3	37.94337	12	0
Bristol Stomp	The Dovells	spotify:track:7iUHbt1DhPnsg447goOVi7	0.657	0.757	2	-7.187	1	0.0588	0.6	0	0.51	0.931	105.363	138853	4	23.65597	9	0
Jealous Kind Of Fella	Garland Green	spotify:track:1dtKN6wwlolkM8XZy2y9C1	0.417	0.62	3	-7.727	1	0.0403	0.49	0	0.0779	0.845	185.655	173533	3	32.94975	9	1
I'll Be Back Someday	The Chantays	spotify:track:2gOf8BNPGJM08VTsHmeUN1	0.406	0.625	5	-10.19	0	0.0352	0.213	0.000145	0.307	0.587	136.41	144867	4	36.34846	7	0
Don't Play That Song (You Lied)	Ben E. King	spotify:track:3lIqfUii9duwbnNveBFWEB	0.721	0.441	1	-10.079	0	0.0753	0.773	0	0.193	0.632	110.181	178009	4	58.79532	8	1
My Special Prayer	Joe Simon	spotify:track:5ObPTCyOhEk9g5XUepPxGx	0.652	0.44	7	-12.349	1	0.0349	0.178	2.74e-06	0.12	0.567	104.571	164027	4	23.11803	10	1
The Green Leaves of Summer - from the Batjac Production "The Alamo"	The Brothers Four	spotify:track:13SU4lie7zpoEoA6EKgsKS	0.463	0.238	3	-15.733	0	0.0269	0.797	0	0.157	0.369	104.606	169400	4	19.15416	8	0
Azathoth	Arzachel	spotify:track:7yRDGwwUZvvp867ppxfsj4	0.176	0.516	7	-12.845	1	0.0429	0.000114	0.657	0.188	0.28	142.858	260017	4	22.00944	16	0
Soul And My Will	Open Mind	spotify:track:5ZRTCQNwGBnByxv6mbZMj0	0.458	0.521	4	-13.26	0	0.044	0.00528	0.0433	0.0703	0.45	125.188	176248	4	24.32287	11	0
Child Of Clay	Jimmie Rodgers	spotify:track:3pEMTFhghwN52Cs8QVlfa8	0.451	0.348	11	-13.621	1	0.0306	0.679	1.32e-05	0.116	0.456	97.521	250227	4	35.82679	13	1
Flowers In The Rain	The Move	spotify:track:18ruAkNwQMPx8ldU2tEMZK	0.539	0.926	9	-6.94	1	0.179	0.0796	0.00011	0.304	0.491	122.884	155200	4	26.61938	5	0
Around The World	Brenda Lee	spotify:track:5n9GIGcU10BoXtHwW0B6QK	0.707	0.51	8	-8.003	0	0.0884	0.56	0.000331	0.203	0.894	124.399	143707	4	25.74223	9	0
Look, Here Comes The Sun	The Sunshine Company	spotify:track:2ktXjAeYzzpAJG7kzaHWOH	0.221	0.369	5	-15.291	1	0.0319	0.585	0.0208	0.264	0.437	180.082	174774	4	15.71779	11	1
Big Iron	Marty Robbins	spotify:track:0AQquaENerGps8BQmbPw14	0.726	0.474	1	-7.834	0	0.0491	0.803	0	0.258	0.57	116.027	235733	4	26.2174	12	1
You Told Me	The Monkees	spotify:track:2CGm6SZ18F8CE4TxCashaj	0.552	0.826	9	-9.657	1	0.033	0.243	0.00361	0.248	0.901	126.203	144067	4	31.74155	10	0
M�h-N�-Mah-N�	Piero Umiliani	spotify:track:3Mz27X48Ey7MbfLOmSzkBK	0.75	0.512	0	-10.834	1	0.0721	0.138	1.8e-06	0.395	0.825	100.989	115682	4	53.95194	6	1
Sea Of Heartbreak	Don Gibson	spotify:track:0xERMvJD8djz1ZBjPSRLvM	0.59	0.586	7	-9.158	1	0.0344	0.422	4.46e-05	0.337	0.729	91.17	155040	4	32.80938	10	1
Hello Mary Lou	Ricky Nelson	spotify:track:0IMS1Za69G3KHMX4liB2Nr	0.559	0.78	9	-6.597	1	0.0328	0.158	6.89e-06	0.0793	0.964	98.661	139280	4	28.04621	6	1
The Cat In The Window (The Bird In The Sky)	Petula Clark	spotify:track:4AzN9nuystYVb69dRgzyZE	0.474	0.397	9	-8.612	1	0.0292	0.475	0	0.095	0.382	82.496	115960	4	24.9931	5	1
Twenty-Four Hours From Tulsa	Dusty Springfield	spotify:track:11slkfpq6swIkBDmd3wR4N	0.548	0.565	1	-6.594	1	0.0407	0.553	1.18e-06	0.163	0.748	76.758	184733	4	28.641	10	0
There Will Never Be Another You	Chris Montez	spotify:track:5NbH5YGvgF2RbrxeXnGVkM	0.731	0.379	7	-11.724	1	0.0387	0.628	0	0.107	0.793	127.513	175507	4	28.59049	9	1
Tall Cool One	The Wailers	spotify:track:73ZIvUqkE31enhAzZnzNLU	0.627	0.767	7	-6.388	1	0.0276	0.706	0.0737	0.076	0.865	124.412	153867	4	47.42448	8	1
Skokiaan	Bill Haley & His Comets	spotify:track:2LEgF8sPiwfaxVyAFWHtzK	0.353	0.385	10	-10.603	1	0.03	0.553	5.5e-05	0.256	0.903	181.247	153360	4	26.22454	8	0
Anyone Who Had A Heart	Dionne Warwick	spotify:track:2BQZvZsA9SRafvWEBSQnri	0.505	0.0477	8	-23.032	1	0.0278	0.91	2.61e-06	0.0675	0.309	78.856	184227	3	47.61282	7	1
Poor Mabel (You're Just Like Me)	Keef Hartley Band	spotify:track:45MdoiGhrliOhs8Tn1vwC7	0.584	0.502	0	-11.729	1	0.0697	0.748	0.00603	0.594	0.753	106.416	188453	4	23.87872	9	0
Your Good Thing (Is About To End)	Lou Rawls	spotify:track:79VLN3Akfbtadc8IYuygQd	0.535	0.332	3	-11.823	1	0.0403	0.792	1.2e-05	0.0741	0.526	96.104	173933	3	47.09762	9	1
I've Gotta Be Me	Sammy Davis Jr.	spotify:track:6wY1llDNWt05uMg5ooZKMt	0.409	0.475	0	-9.683	1	0.0298	0.645	0	0.173	0.587	94.922	176827	3	24.25348	8	1
Tattoo	The Who	spotify:track:5PaSYwBnK5RDVrmm0lhbyc	0.596	0.431	10	-8.231	1	0.0268	0.23	0.00182	0.162	0.155	114.734	168947	4	41.77001	9	0
Venus In Furs	The Velvet Underground	spotify:track:3x5IM9VEpsFLhkzy9YT2F0	0.327	0.64	8	-9.8	0	0.0354	0.00181	0.544	0.0816	0.58	72.378	312253	4	112.53834	9	0
The Savage	The Shadows	spotify:track:3DJemO4MePqTERCiMHdi6j	0.442	0.938	2	-5.835	1	0.0372	0.0301	0.546	0.109	0.745	156.626	144013	4	43.34566	7	0
Heartaches	Patsy Cline	spotify:track:5FIXfd8t7LmKGXDZJay80X	0.454	0.302	7	-15.299	1	0.0364	0.799	3.92e-05	0.213	0.779	171.169	132693	4	29.61872	7	1
Take Some Time Out For Love	The Isley Brothers	spotify:track:5e5vU8SzgEWmRsEaQWD3c3	0.632	0.573	5	-9.159	1	0.0394	0.247	0	0.134	0.899	123.34	146360	4	46.39811	7	1
Much Too Long	Margie Day	spotify:track:1ra0liskwSsQjtv9LHDBH6	0.446	0.538	11	-8.053	0	0.033	0.451	0	0.224	0.309	105.889	179373	4	46.19544	8	0
Come Back To Me	Dusty Springfield	spotify:track:64uJkJ4TZYWhTbswhCnpyc	0.422	0.803	1	-6.495	1	0.0815	0.447	0	0.329	0.69	73.683	126827	4	33.24405	5	0
I Want You (She's So Heavy) - Remastered 2009	The Beatles	spotify:track:3Z25k4ZF6QENy2d9YatsM5	0.37	0.515	2	-9.487	0	0.0321	0.0233	0.205	0.0966	0.42	115.732	467320	4	39.01202	18	0
Sugar And Spice	The Searchers	spotify:track:6WZZPoX7a0893aaXaZRkYa	0.547	0.86	0	-4.932	1	0.0322	0.473	0	0.0479	0.87	143.598	136720	4	28.13072	9	1
Hollywood	Connie Francis	spotify:track:2ZSa3Gyf43uyH1blAY1Gu3	0.637	0.577	5	-13.106	1	0.0303	0.554	5.02e-06	0.184	0.96	132.517	134640	4	23.12207	9	1
Riders In The Sky	The Chantays	spotify:track:0NqGdoYfhk7GQioVclhfgy	0.483	0.5	9	-16.196	0	0.0332	0.454	0.837	0.313	0.64	138.114	173240	4	44.05897	8	0
Up State	Anita O'Day	spotify:track:6u7wRcAc51MQriHml9Yidw	0.486	0.36	0	-10.209	0	0.0433	0.724	1.48e-06	0.118	0.558	128.712	150760	4	33.12497	7	0
