Track,Artist,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorusHit,sections
Bermondt,Audrey Fall,spotify:track:1qoXdOq0OFi5J6QomBdVp6,0.31,0.67,7,-6.788,1,0.0573,0.000198,0.9,0.124,0.377,116.937,244380,3,44.87996,10,0
Mama's Song,Carrie Underwood,spotify:track:0m8Ta268d1kBBG7lxMyWqa,0.341,0.659,2,-5.419,1,0.0357,0.442,0,0.096,0.269,79.987,240240,4,25.29826,14,1
Lookin' Up,Toonorth,spotify:track:2OQYBsPnQgpOOGQ11TKaE8,0.651,0.364,4,-9.694,0,0.108,0.461,0.561,0.113,0.225,155.097,86710,4,51.13965,5,0
Taking A Walk,Trippie Redd,spotify:track:4mHgYpuGHu99Mw69E83CP2,0.767,0.538,0,-6.044,0,0.052,0.68,0,0.192,0.343,81.031,121680,4,58.14922,5,1
Top Of The World,Tim McGraw,spotify:track:4pdoeoOQSu6DNznlfNc5FP,0.675,0.791,8,-5.64,1,0.0383,0.29,0,0.485,0.943,141.217,233973,4,20.16899,11,1
No New Friends (SFTB Remix),DJ Khaled Featuring Drake, Rick Ross & Lil Wayne,spotify:track:04a1HkNH7LFsG5mEiLN7vl,0.703,0.681,2,-6.356,1,0.133,0.00589,0,0.449,0.245,124.928,308333,4,28.41573,15,1
Burning House,Cam,spotify:track:2zhk0kypGeOPsaaZcjyc14,0.728,0.253,0,-8.427,1,0.0304,0.887,1.11e-05,0.133,0.457,140.923,231333,4,63.61771,9,1
Love Like Woe,The Ready Set,spotify:track:4XRZbiVdsA5qv6f6qP70lS,0.697,0.775,10,-4.106,1,0.0636,0.139,0,0.0737,0.822,90.015,200453,4,33.70704,9,1
Trouble,Iggy Azalea Featuring Jennifer Hudson,spotify:track:3MPZOtMvBoxAIRUkgux87d,0.96,0.699,7,-3.804,1,0.132,0.0948,0,0.0812,0.673,106.009,166317,4,53.24259,8,1
Abandoned by the Light,Swallow The Sun,spotify:track:3EqpBhKTzvvm3Sz5qjpr4K,0.294,0.456,9,-9.682,0,0.0336,0.00371,0.821,0.122,0.0995,105.862,528080,3,42.48516,17,0
Mission Suicide,Suotana,spotify:track:4EC45Zi0ucdsyYm6FTaER0,0.342,0.884,7,-9.979,0,0.0545,6.26e-05,0.74,0.34,0.241,160.025,385613,3,81.35764,14,0
Doesn't Matter - Rynx Remix,Gallant,spotify:track:0Xr5SrLHtrQ8vD1dDkqxRV,0.64,0.852,1,-5.272,1,0.0322,0.028,2.82e-06,0.0773,0.689,127.954,184581,4,45.94437,9,0
Beyond,Barrows,spotify:track:2rqJ2kW88xZU9TorZi2u7q,0.373,0.938,1,-4.818,1,0.0679,0.00257,0.92,0.111,0.269,155.998,649077,4,53.52767,19,0
The Old Rugged Cross,Craig Wayne Boyd,spotify:track:7LvPr4Mchf8YC23O6PdWWY,0.451,0.484,2,-5.788,1,0.0251,0.551,1.35e-06,0.108,0.434,80.128,178174,3,37.37238,9,1
Hello,Adele,spotify:track:4sPmO7WMQUAf45kwMOtONw,0.481,0.451,5,-6.095,0,0.0347,0.336,0,0.0872,0.289,157.966,295493,4,67.51716,7,1
Set The Fire To The Third Bar,Snow Patrol Featuring Martha Wainwright,spotify:track:4kg5hAOumbLtNSg6J8aq8e,0.535,0.379,11,-7.059,0,0.0256,0.518,0,0.0842,0.385,96.02,203613,4,52.12468,8,1
The Spectacular Quiet,Lights & Motion,spotify:track:2SRzzlSiCieV4X1O1cK1qF,0.205,0.354,0,-7.935,1,0.0364,0.31,0.904,0.126,0.0355,77.376,231213,4,25.53118,9,0
Jord,MÃÂÃÂÃÂÃÂL,spotify:track:4WozCsjQeqcTMHoL1xT9j9,0.415,0.96,7,-5.516,0,0.0745,0.00187,0.863,0.0813,0.0868,89.995,339520,4,66.51993,12,0
She Won't Be Lonely Long,Clay Walker,spotify:track:0158TMiGmHyibaDeaUKayX,0.635,0.758,7,-5.772,1,0.0243,0.00643,0,0.229,0.322,113.002,209253,4,39.82993,9,1
The Night We Met,Lord Huron,spotify:track:0QZ5yyl6B6utIWkxeBDxQN,0.545,0.366,2,-9.51,1,0.0378,0.969,0.267,0.641,0.1,86.997,208212,3,25.78628,6,1
Nobody Love,Tori Kelly,spotify:track:7fpU0bRJt0SDC8jIgVpbT6,0.753,0.709,1,-5.132,0,0.0347,0.00634,0.000896,0.0967,0.572,99.966,203453,4,49.10386,8,1
Hearts of Light,An Autumn for Crippled Children,spotify:track:3SrJFtWpUd1NhXcY2Qibaz,0.362,0.692,9,-5.781,0,0.0621,0.00335,0.961,0.206,0.0742,120.671,351948,4,120.39252,14,0
Porn Star Dancing,My Darkest Days,spotify:track:3Q8zopc4ABXhysDb1sgLVW,0.477,0.917,2,-3.399,1,0.0837,0.0139,0,0.0756,0.271,160.044,199013,4,24.74687,7,0
Dreaming Of Breathing,Daylight Dies,spotify:track:1iqi4ECiaDLnuNqVHbeWIA,0.441,0.914,11,-6.282,1,0.0527,0.000701,0.0229,0.0934,0.038,135.042,306120,4,45.17917,8,0
Kiss,Prince And The Revolution,spotify:track:62LJFaYihsdVrrkgUOJC05,0.898,0.271,7,-12.238,1,0.091,0.0135,0.00138,0.0461,0.742,111.485,226240,4,37.0041,13,1
Empty Throne, Empty Crown,Destruction of a Rose,spotify:track:1x1GhuAlaGo53SK5lyOr9C,0.254,0.952,9,-4.632,1,0.194,0.000115,0.00863,0.353,0.269,91.314,210827,1,26.86758,12,0
New Flame,Chris Brown Featuring Usher & Rick Ross,spotify:track:3fBbfrWZUuWWrMQXFISr7N,0.702,0.629,1,-4.292,1,0.041,0.0506,0,0.0963,0.446,141.967,244227,4,40.68701,11,1
Stay,Zedd & Alessia Cara,spotify:track:6uBhi9gBXWjanegOb2Phh0,0.69,0.622,5,-5.025,0,0.0622,0.253,0,0.116,0.544,102.04,210091,4,28.83943,11,1
Finally Free,DeStorm Power,spotify:track:5mXKBptejtbSq6TrPyrQVs,0.569,0.819,9,-7.053,0,0.173,0.389,0,0.711,0.582,105.244,224624,3,48.18469,11,0
Take Over Control,Afrojack Featuring Eva Simons,spotify:track:4iD3msRl5hJUBEtrQwnR4k,0.735,0.699,0,-4.435,0,0.084,0.121,2.82e-05,0.0809,0.603,129.944,220520,4,55.98374,11,1
Natural,Imagine Dragons,spotify:track:2FY7b99s15jUprqC0M5NCT,0.704,0.611,2,-6.112,1,0.0409,0.217,0,0.0812,0.22,100.0,189467,4,29.62402,10,1
Bruce Lee,All Them Witches,spotify:track:38oXvVJjZZgnXkeEUDq3d2,0.125,0.893,2,-5.864,0,0.0719,0.0128,0.000769,0.169,0.234,82.707,191440,4,23.71178,8,0
Libera,Mattia Cupelli,spotify:track:718jtWgpm1844ukd4AuKrB,0.401,0.252,0,-14.848,1,0.0308,0.9,0.564,0.0973,0.0368,140.005,340286,3,42.46102,13,0
1901,Phoenix,spotify:track:3FM33HqRlV7J1QJoPOnd2u,0.591,0.831,0,-5.647,1,0.0415,0.0605,4.67e-05,0.19,0.705,144.084,193107,4,26.55089,10,1
A Year Without Rain,Selena Gomez & The Scene,spotify:track:1r0XfrhdG6bsiS4oe1QM96,0.629,0.806,2,-5.264,0,0.0442,0.0102,1.72e-05,0.112,0.409,119.966,234333,4,77.64676,8,1
Air,Astronoid,spotify:track:314RRk2sgTk16hfwiaZ6KK,0.376,0.95,1,-7.828,1,0.124,1.17e-05,0.771,0.185,0.206,159.998,369933,4,62.84936,16,0
Still Here,Drake,spotify:track:4YJmZfvlheSziXem8HBWrj,0.833,0.431,0,-9.604,1,0.194,0.0267,0,0.633,0.224,133.938,189853,3,28.67144,9,1
Like You Say You Do,Gabrielle Aplin,spotify:track:05Pz7sJkLVYywGjRkAPY3x,0.794,0.739,5,-7.519,0,0.0475,0.00253,0.00025,0.101,0.953,125.004,187147,4,25.20942,12,0
Swimming Pools (Drank),Kendrick Lamar,spotify:track:6REbwUNlppTfcnV4d4ZoZi,0.577,0.447,8,-5.892,1,0.277,0.00627,0.00022,0.0899,0.189,74.236,247800,4,41.71323,11,1
Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,spotify:track:3rfhI32Il2hVRKDkuGeeen,0.595,0.913,10,-3.428,0,0.0884,0.0435,0,0.259,0.762,128.021,234453,4,23.09675,14,1
Image of Time,In Vain,spotify:track:61Kvwhj91cr5NXYC4VArJ3,0.156,0.961,7,-4.853,0,0.091,9.81e-06,0.0401,0.397,0.292,164.028,340093,4,34.34473,18,0
Solar Song,Alcest,spotify:track:46gX5K76xOjp80hRROhuKy,0.369,0.618,3,-5.614,1,0.0377,0.0225,0.852,0.124,0.2,102.884,324213,3,99.63234,12,0
Take Back The Night,Justin Timberlake,spotify:track:0a4ZGSRZOgspQy2HYzU82l,0.588,0.664,7,-5.18,1,0.159,0.043,4.3e-05,0.639,0.333,106.502,353160,4,42.38682,17,1
Refraction,Enshine,spotify:track:7A5Ao0uo9RGFiVWinqhR8k,0.478,0.834,1,-4.633,0,0.0419,0.376,0.174,0.0669,0.0733,110.02,260891,4,35.76172,9,0
Hello Friday,Flo Rida Featuring Jason Derulo,spotify:track:2UIRHeHi72VP5WBMAfkPe5,0.768,0.881,9,-4.392,0,0.113,0.0188,3.65e-06,0.298,0.502,99.98,201238,4,23.14334,9,1
Tear It Down,We Came As Romans,spotify:track:6WOExhpd77CnHPESckb42p,0.601,0.987,6,-4.638,1,0.11,0.0118,0,0.35,0.496,95.06,203353,4,25.12747,10,0
Luna,Deafheaven,spotify:track:05xdNxzC7gXOx9UlRHvH1v,0.152,0.957,11,-4.869,1,0.162,2.38e-05,0.906,0.384,0.0545,102.463,614049,4,123.53676,24,0
Ten Thousand Hours,This Patch of Sky,spotify:track:6LGNgTRS1nEyAYAl0DDx0S,0.142,0.533,0,-9.112,1,0.0397,0.00524,0.671,0.108,0.0626,160.022,258039,4,50.2895,8,0
Trophy,Ronnie Lott,spotify:track:1twzDDqndTbwQtLG5GYynv,0.739,0.572,8,-5.927,0,0.0698,0.124,0,0.086,0.355,106.012,217417,4,55.70345,10,0
National Breakdown,The Stranded,spotify:track:2bd0vdkpQUfZNgRianAf1y,0.153,0.948,0,-4.446,1,0.0954,2.49e-06,0.29,0.299,0.424,90.036,252125,3,35.61036,12,0
Don't,Ed Sheeran,spotify:track:3HVWdVOQ0ZA45FuZGSfvns,0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,219947,4,18.72527,11,1
Hold Still,Tides Of Man,spotify:track:6AAMQFbOOr7j7Yyb71I3xF,0.191,0.688,4,-6.535,1,0.0323,0.0172,0.905,0.0832,0.0529,135.058,310258,3,26.07705,13,0
Winged Hussars,Sabaton,spotify:track:73sWs9sacZj2TeZK3p5RxZ,0.542,0.915,6,-5.37,0,0.0313,0.00555,0.000126,0.758,0.674,92.001,231522,4,44.68567,10,0
Fight Song,Rachel Platten,spotify:track:37f4ITSlgPX81ad2EvmVQr,0.564,0.714,7,-4.987,1,0.129,0.0549,0,0.155,0.33,175.924,204013,4,27.18364,10,1
Years,A Swarm Of The Sun,spotify:track:2MfGlGVIYVgLu2nO3CV94q,0.256,0.0357,11,-25.959,0,0.0378,0.967,0.852,0.107,0.142,91.116,114160,1,33.39528,7,0
Best Day Of My Life,American Authors,spotify:track:5Hroj5K7vLpIG4FNCRIjbP,0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012,194240,4,39.50637,9,1
Ara Caeli,Toundra,spotify:track:7iypZsAcwY6TvP2tJudznJ,0.251,0.835,0,-5.811,1,0.0441,0.000154,0.852,0.156,0.0513,159.98,477400,4,46.75955,15,0
Locked Away,R. City Featuring Adam Levine,spotify:track:0sQLhT32E9ZG2zn5iYR6nN,0.508,0.677,1,-5.696,1,0.0656,0.328,0,0.0491,0.575,121.928,227280,5,23.51259,12,1
Filthy,Justin Timberlake,spotify:track:1L3NV7VrCiuE8C5QlhdeQL,0.745,0.579,1,-5.771,1,0.138,0.0354,0.0118,0.246,0.645,97.002,293947,4,104.98383,8,1
See You Again,Carrie Underwood,spotify:track:7jP7iCJ1cXVXYHWIkYtP6d,0.514,0.742,8,-2.525,1,0.0258,0.27,1.7e-06,0.085,0.47,101.0,246453,4,100.08242,7,1
whoa (mind in awe),XXXTENTACION,spotify:track:7pdF27mSDuPWhppnHAmWHa,0.735,0.525,6,-2.939,0,0.0441,0.653,0.918,0.101,0.369,160.147,157777,4,48.39158,8,1
Touchin, Lovin,Trey Songz Featuring Nicki Minaj,spotify:track:4bkhs6spQvVnVJAlXuKR6a,0.813,0.58,11,-6.724,1,0.0746,0.0405,8.45e-06,0.349,0.443,100.045,221972,4,47.57812,11,1
Viima,October Falls,spotify:track:0W9hckck3UVK657ziho8C7,0.709,0.414,9,-14.065,0,0.0478,0.94,0.924,0.236,0.399,95.018,231040,4,29.75844,12,0
Deadweight,Bombus,spotify:track:7HRNoTYsbEZo9IOlXIfuH2,0.429,0.892,8,-5.194,1,0.0423,4.43e-05,0.00338,0.308,0.598,180.028,251693,3,49.25024,9,0
Bag Of Money,Wale Featuring Rick Ross, Meek Mill & T-Pain,spotify:track:1BvTqJLeB9ZeGU01gFzJbh,0.536,0.56,8,-5.668,1,0.26,0.0379,0,0.114,0.279,139.91,247293,4,20.09602,12,1
Wanna Be That Song,Brett Eldredge,spotify:track:1XazlqB4YAtvouCmJPWXlM,0.518,0.686,9,-4.911,1,0.0313,0.114,0,0.114,0.334,144.065,236227,4,39.24516,7,1
Not a Soul,Dwaal,spotify:track:4EoXZbsDlzY0Knl8dwLGJe,0.228,0.503,4,-8.218,0,0.0474,0.000145,0.853,0.296,0.0814,155.321,1154515,4,27.89089,47,0
Sacrifices,Drake Featuring 2 Chainz & Young Thug,spotify:track:0xl1w2q4VLojeXp4JfazPL,0.903,0.439,8,-11.813,1,0.397,0.0407,0,0.138,0.532,139.112,307593,4,84.21599,7,1
Compelled To Live,Khaorah,spotify:track:2UOhJnMr0B9mZEd0JifqPp,0.325,0.878,0,-6.445,1,0.0799,0.000181,0.000978,0.0718,0.541,90.364,248500,4,47.16664,11,0
All Or Nothing,Theory Of A Deadman,spotify:track:2ejt6exJRE2bXPfp37Xi8w,0.419,0.785,10,-4.483,0,0.0313,0.0289,0,0.0799,0.332,152.053,210560,4,41.59261,9,1
When The Party's Over,Billie Eilish,spotify:track:43zdsphuZLzwA9k4DJhU0I,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,196077,4,37.4714,11,1
Upheaval,Oathbreaker,spotify:track:51DQqkGPJ59NvX4dHxMAHa,0.143,0.975,1,-5.453,1,0.159,4.54e-06,0.226,0.0844,0.0668,174.091,191986,4,44.24664,8,0
For The First Time In Forever,Kristen Bell & Idina Menzel,spotify:track:70b5Sq3ePOu3Gqg0hjlOtR,0.354,0.411,0,-6.018,1,0.0344,0.815,1e-06,0.106,0.43,90.831,225080,4,48.70189,7,1
jealousy,Dawn Richard,spotify:track:3GaZH08m6EDsHmuB70tD4X,0.613,0.577,11,-8.094,1,0.309,0.109,4.22e-05,0.198,0.546,141.927,220956,4,32.53751,9,0
Love So Soft,Kelly Clarkson,spotify:track:16QN8cBubEq706vNtPpOME,0.808,0.581,11,-5.43,1,0.07,0.0053,1.19e-05,0.0828,0.758,130.012,172427,4,31.95099,6,1
Thirty One,Laville,spotify:track:3ATRyEYZ6RmmaowuXC0DX2,0.672,0.417,5,-14.685,0,0.0301,0.0618,0.0042,0.109,0.815,94.003,288441,4,29.03895,14,0
Roar,Katy Perry,spotify:track:6F5c58TMEs1byxUstkzVeM,0.554,0.772,7,-4.821,0,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,223546,4,49.06794,9,1
All I Know,The Weeknd Featuring Future,spotify:track:0NWqNXBJTpXbkI5rPWNy3p,0.469,0.417,8,-10.614,0,0.0704,0.418,0.000189,0.102,0.175,120.012,321027,4,33.21344,13,1
Haunt Me,Samsa,spotify:track:2qwGNZ1cLhF5i1r73jXjiO,0.773,0.797,1,-7.184,0,0.276,0.229,0,0.138,0.836,85.016,260859,4,31.99488,7,0
Venom of Venus,Powerwolf,spotify:track:4cHC6wUiJ0XF1siHpWUSPv,0.437,0.913,3,-4.068,0,0.0447,0.00176,0,0.11,0.648,164.199,208680,4,26.80392,14,0
Alex's Party,Bear Success,spotify:track:7scckyQckOq8fXzrsOgxMf,0.509,0.722,1,-11.292,1,0.0394,0.0089,0.945,0.148,0.556,150.071,266539,5,37.00565,12,0
American Honey,Lady Antebellum,spotify:track:4xInIiKipU1mtUogJ3ZdYr,0.588,0.684,1,-5.154,1,0.0288,0.508,0,0.141,0.121,85.997,224867,4,59.79521,8,1
Scent of Rain,The Ills,spotify:track:5jGuq8ofcUxo4lOsBjYRWK,0.409,0.428,4,-11.216,0,0.0311,0.105,0.926,0.114,0.169,131.848,613703,4,88.34188,16,0
(If You're Wondering If I Want You To) I Want You To,Weezer,spotify:track:09aDV0TC2RfWFU5IwZfIdG,0.695,0.873,11,-5.722,0,0.0392,0.00163,0.000198,0.154,0.799,110.021,208773,4,49.23985,8,1
Route One 337,Sigur RÃÂÃÂÃÂÃÂ³s,spotify:track:7hbtT7uMeI7P5xcJRCAQTe,0.264,0.246,6,-23.615,0,0.0472,0.952,0.943,0.11,0.0379,116.249,240001,4,37.73487,12,0
Some Leaves Never Touch the Ground,All You've Seen,spotify:track:5idXQGzfBCT0mpPdpFfmaC,0.212,0.42,0,-10.414,1,0.0414,0.00107,0.796,0.151,0.0394,135.417,604563,4,29.00392,20,0
I Could Use A Love Song,Maren Morris,spotify:track:09iyGiljLWRYXdRazFkdtJ,0.638,0.634,6,-6.474,1,0.0468,0.214,0,0.0866,0.473,92.097,196422,4,49.56391,11,1
Rememorari,Autism,spotify:track:6qxo8nGGa6NprTc7zhBViY,0.318,0.335,3,-22.908,0,0.0804,0.0931,0.865,0.105,0.0753,80.356,152661,4,145.66378,3,0
On The Road,Post Malone Featuring Meek Mill & Lil Baby,spotify:track:12Fkyg9lpmaz2zmKOfw2Y2,0.442,0.737,7,-5.046,1,0.109,0.0589,0,0.102,0.21,112.93,218320,5,35.61546,13,1
Meanwhile Back At Mama's,Tim McGraw Featuring Faith Hill,spotify:track:2rO28hRLDbsenVjeWvwqQz,0.524,0.679,6,-8.68,1,0.0435,0.583,5.79e-05,0.163,0.676,172.977,228107,4,39.94123,10,1
Oko,Tacoma Narrows Bridge Disaster,spotify:track:1mXwPpZ4lj47Ijs7nKh5nt,0.491,0.622,5,-10.194,1,0.0349,0.000359,0.669,0.102,0.173,107.942,612629,3,57.13327,18,0
Chapel of Abuse,Fvneral Fvkk,spotify:track:4yAOaKiFw10SzsNN1uv47B,0.169,0.793,1,-5.411,1,0.0366,3.57e-05,0.0546,0.205,0.276,159.305,386285,4,37.44516,18,0
Somebody That I Used To Know,Gotye Featuring Kimbra,spotify:track:4wCmqSrbyCgxEXROQE6vtV,0.864,0.495,0,-7.036,1,0.037,0.591,0.000133,0.0992,0.72,129.062,244973,4,39.56447,8,1
Double Vision,3OH!3,spotify:track:3o2ESAMet1zR1aASlzrIxO,0.581,0.888,0,-3.198,1,0.0587,0.0018,0,0.413,0.629,120.041,190707,4,20.22065,8,1
Easy,Rascal Flatts Featuring Natasha Bedingfield,spotify:track:7jkWXm5j2er2KfsCRPwWfy,0.343,0.594,2,-4.876,1,0.0344,0.128,0,0.128,0.425,120.998,218480,3,15.33824,8,1
Symphony Satana,Bloodbound,spotify:track:4loXOPSOqy1dDwq85Auyzw,0.431,0.964,6,-3.789,0,0.117,0.000182,2.85e-05,0.0645,0.139,154.97,297027,4,39.38217,12,0
Calistoga,God Is An Astronaut,spotify:track:3dQtUWlN2RAc7vcQiYMxY9,0.484,0.812,5,-7.053,0,0.0287,0.000132,0.96,0.244,0.336,120.008,270281,4,44.52205,10,0
Hurts So Much,Sam Setton,spotify:track:7gEZDJkYhZEGf4KC1hP7Au,0.751,0.385,0,-8.093,1,0.0545,0.258,0,0.0792,0.457,129.905,187580,4,58.79145,9,0
Night People,Deafheaven,spotify:track:7CtHB7eUndBCHYFi0NLN4S,0.437,0.503,0,-11.205,1,0.0268,0.487,0.477,0.189,0.0897,90.03,247973,4,27.96388,10,0
Roll Up,Wiz Khalifa,spotify:track:53DB6LJV9B8sz0p1s6tlGS,0.523,0.805,3,-5.473,1,0.192,0.0524,0,0.0914,0.602,125.358,227773,5,30.27189,13,1
A Day After It Started,Degree of Arc,spotify:track:70Vni26ul7EymjO559Kqof,0.166,0.22,9,-11.246,1,0.0345,0.0328,0.826,0.066,0.0387,105.012,495714,4,20.59165,23,0
Vengeful Gods,Dark Oath,spotify:track:3ISIvuiCtJ6d27Q4e79jIo,0.378,0.955,0,-4.305,1,0.0561,6.23e-06,0.899,0.288,0.0687,179.998,317735,4,21.67158,18,0
Psyche,Lost in Kiev,spotify:track:00tKs2Svtd3tK16j8FPYDe,0.393,0.603,8,-8.086,0,0.0317,0.167,0.0745,0.152,0.183,170.045,336040,4,34.66843,16,0
Lemme See,Usher Featuring Rick Ross,spotify:track:4MevEW6tsWrpmzPKaqK0Uw,0.656,0.725,1,-4.067,1,0.0596,0.0262,0,0.0712,0.403,153.873,252827,4,47.58739,14,1
You & I,One Direction,spotify:track:2afCBiru10AFckfOa49wIa,0.574,0.329,1,-6.829,1,0.0274,0.22,0,0.0986,0.356,130.993,237933,4,37.90808,11,1
Believe In Love - Phat Phili Mix,Teddy Pendergrass,spotify:track:2Rz1tf1gORr5LGGCP4sVyp,0.778,0.693,2,-6.799,1,0.0998,0.0342,2.05e-05,0.074,0.74,97.988,258680,4,20.03844,13,0
The Storm,Chelsea Wolfe,spotify:track:3LCaPRvogiWqiJuvwy9zdz,0.156,0.808,10,-21.578,0,0.0637,0.65,0.984,0.129,0.0164,109.383,67971,4,29.00546,3,0
Give Your Heart A Break,Demi Lovato,spotify:track:3sP3c86WFjOzHHnbhhZcLA,0.651,0.695,6,-3.218,1,0.0487,0.23,0,0.144,0.569,123.008,205347,4,24.10949,9,1
Malfeitor,Watain,spotify:track:7sSARNnGSGx3HOd0ETUB31,0.101,0.9,4,-5.758,0,0.0633,4.35e-06,0.83,0.311,0.0682,158.97,418013,4,50.8998,18,0
OltreLuna,Progenie Terrestre Pura,spotify:track:7dD4FcazdlLcgdKajeOnCq,0.293,0.908,4,-5.178,1,0.148,0.00243,0.69,0.142,0.0703,112.07,695517,3,48.40912,24,0
Wildest Dreams,Taylor Swift,spotify:track:59HjlYCeBsxdI0fcm3zglw,0.553,0.664,8,-7.417,1,0.0741,0.0709,0.0056,0.106,0.467,140.06,220440,4,26.46573,10,1
Sex With Me,Rihanna,spotify:track:7BiELrM90hRxpozaIXbsLw,0.58,0.532,1,-5.668,0,0.0424,0.294,0,0.0948,0.39,112.049,206400,4,26.5305,10,1
The Cosmic Silence,Monolord,spotify:track:18MAx6lSM6OjFEAvzXHlIo,0.412,0.148,4,-20.188,0,0.0303,0.195,0.928,0.111,0.157,100.282,140929,3,55.96294,5,0
Pacific,We Deserve This,spotify:track:1Jjjd27W7wAslV6vklUFxY,0.389,0.865,5,-6.093,1,0.0311,2.3e-05,0.442,0.0984,0.0383,95.998,261389,4,42.50325,7,0
Budapest,George Ezra,spotify:track:7q0aQpiLv5tIsupcgQ3Ny4,0.717,0.455,5,-8.303,1,0.0276,0.0846,0,0.11,0.389,127.81,200733,4,23.21174,7,1
Call Me Star - Live,All Them Witches,spotify:track:2x0nTZIFnLUuEQqZAqqvsR,0.444,0.503,7,-7.899,1,0.0275,0.335,0.383,0.109,0.0828,76.203,285751,4,85.80382,12,0
Contact,Noah B,spotify:track:6LJajfVgTG4q9HrL6BHTWd,0.653,0.525,10,-14.301,0,0.0329,0.387,0.928,0.104,0.409,139.978,241000,4,35.63414,9,0
Purple Heart,Sabaton,spotify:track:0HhwZicoTvwkpdMVhtMpen,0.401,0.673,6,-6.797,0,0.0313,0.0015,4.54e-05,0.0865,0.112,86.238,307933,4,54.83655,14,0
Happy,Nao,spotify:track:6MeRDLBZfPRZudEmJhbuj6,0.776,0.54,0,-5.727,1,0.182,0.053,1.47e-06,0.0828,0.703,93.001,172333,4,20.18227,9,0
I'll Show You,Justin Bieber,spotify:track:0SNIAtRCPVVLoGEPcuHSIc,0.361,0.608,9,-6.757,0,0.098,0.05,7.96e-05,0.183,0.0789,191.812,199947,4,26.89489,10,1
Anthem for No State, Pt. III,Godspeed You! Black Emperor,spotify:track:0WC9LsPSCF2OnLrJ1xRCm4,0.0986,0.71,5,-6.795,0,0.0502,0.0291,0.79,0.143,0.0705,159.465,516154,3,22.92296,21,0
OCEAN PPL (feat. Rochelle Jordan),J-E-T-S,spotify:track:4sLslCgqC8JObRNT0rCnm5,0.774,0.446,2,-6.428,0,0.0503,0.194,0.64,0.105,0.196,95.245,242397,4,34.02857,11,0
Barbie Dreams,Nicki Minaj,spotify:track:6Poyf51k7W3NKnsGwAI90B,0.855,0.787,8,-4.134,0,0.334,0.313,0,0.194,0.702,88.003,279867,4,24.99546,9,1
For The First Time,Darius Rucker,spotify:track:0LG2cFomCi8Fb664Lvr3Nu,0.515,0.806,6,-5.263,1,0.0417,0.00798,0,0.0337,0.708,142.16,197053,4,61.04819,10,1
for your time,Prateek Kuhad,spotify:track:24q9tQDOVb8JWy9GyfKyPc,0.579,0.723,6,-5.612,1,0.0362,0.0129,9.73e-05,0.332,0.602,131.017,186873,4,81.90126,6,0
(It) Feels So Good,Steven Tyler,spotify:track:3xuzbqmCALn6Ua8JeOrnZl,0.738,0.952,6,-3.386,0,0.0515,0.0631,0,0.216,0.899,122.0,211293,4,33.29399,10,1
Takeaway,The Chainsmokers & Illenium Featuring Lennon Stella,spotify:track:3g0mEQx3NTanacLseoP0Gw,0.528,0.511,3,-8.144,1,0.0324,0.126,0,0.101,0.351,100.1,209880,4,21.50333,11,1
Never Say Never,Justin Bieber Featuring Jaden Smith,spotify:track:5GYbkDveRD2I8M5ZJ14hWn,0.739,0.807,0,-5.063,1,0.0647,0.0181,0,0.295,0.633,97.048,227853,4,44.33421,11,1
Pig Powder,God Is An Astronaut,spotify:track:3FQJrswWQVGb3bA8oUj3rh,0.22,0.496,8,-12.45,1,0.0369,0.598,0.929,0.339,0.12,141.682,340855,4,125.7141,10,0
Good Vibes,Chris Janson,spotify:track:49oBFP6ZHPtd6t33LFTD3E,0.582,0.846,0,-2.771,1,0.0451,0.022,0,0.133,0.736,92.004,165587,4,53.04468,7,1
Coat of Arms,Sabaton,spotify:track:7a1ylSUZggoWhqYtm1GoN4,0.374,0.986,6,-3.75,0,0.302,0.00585,0.000141,0.15,0.165,164.048,214960,4,28.79419,10,0
Lily,Benjamin Gibbard,spotify:track:1Hnc0y2LLftMg5qzaLRGdJ,0.549,0.469,5,-10.683,1,0.0321,0.811,0,0.12,0.622,77.418,120547,4,40.77834,6,0
Just Like You,Emotional Oranges,spotify:track:19ZE32i7TmLyWf6tQtaZbX,0.715,0.677,1,-7.209,1,0.0339,0.00496,0.00145,0.156,0.48,101.03,215227,4,42.42479,10,0
Regret,Weltesser,spotify:track:5ChrZ1tcBSGE6ULckPxy5i,0.338,0.897,11,-6.57,0,0.0958,0.00015,0.578,0.584,0.208,119.04,332688,4,38.0443,12,0
Dumb Luck,Kid Indigo,spotify:track:5NhdrR9S4hHjAO0E1z58eb,0.646,0.196,10,-13.706,1,0.0404,0.975,0.0405,0.106,0.17,119.806,89153,3,52.16841,4,0
Noise,Kenny Chesney,spotify:track:0XN2BcoaKE4Z2hnq1ZeDY1,0.58,0.799,0,-4.146,1,0.028,0.0095,0,0.0925,0.583,109.965,203760,4,31.98866,7,1
